"","Protein1","Protein2","Gene1","Gene2","Context","StringScore","CC","MF","BP"
"7589","Q14764","Q99880","MVP","H2BC13","poor",0,0.693,0.643,0.044
"7590","Q14789","Q6R327","GOLGB1","RICTOR","poor",0,0.775,0.494,0.217
"7591","Q14789","Q96KJ9","GOLGB1","COX4I2","poor",0,0.373,0.078,0.134
"7592","Q14839","Q16778","CHD4","H2BC21","poor",0,0.644,0.534,0.114
"7593","Q14839","Q5QNW6","CHD4","H2BC18","poor",0,0.651,0.447,0
"7594","Q14839","Q8N257","CHD4","H2BU1","poor",0,0,0,0
"7595","Q14839","Q8TB72","CHD4","PUM2","poor",160,0.542,0.507,0.424
"7596","Q14839","Q93079","CHD4","H2BC9","poor",0,0.708,0.587,0.373
"7597","Q14839","Q96A08","CHD4","H2BC1","rich",913,0.707,0.526,0.283
"7598","Q14839","Q99877","CHD4","H2BC15","poor",913,0.651,0.403,0.373
"7599","Q14839","Q99879","CHD4","H2BC14","poor",910,0.651,0.403,0.373
"7600","Q14839","Q99880","CHD4","H2BC13","rich",910,0.651,0.534,0.373
"7601","Q14839","Q9H2P0","CHD4","ADNP","poor",896,0.637,0.563,0.386
"7602","Q14914","Q9C093","PTGR1","SPEF2","poor",0,0.563,0.467,0.051
"7603","Q14974","Q16695","KPNB1","H3-4","poor",0,0.609,0.617,0.207
"7604","Q14974","Q5TEC6","KPNB1","H3-7","poor",0,0.541,0.431,0
"7605","Q14974","Q6FI13","KPNB1","H2AC18","poor",0,0.56,0.585,0.19
"7606","Q14974","Q6NXT2","KPNB1","H3-5","poor",0,0.544,0.579,0.177
"7607","Q14974","Q71DI3","KPNB1","H3C15","poor",0,0.678,0.617,0.207
"7608","Q14974","Q7L7L0","KPNB1","H2AW","poor",0,0,0,0
"7609","Q14974","Q93077","KPNB1","H2AC6","poor",0,0.611,0.585,0.173
"7610","Q14974","Q96KK5","KPNB1","H2AC12","poor",0,0.56,0.428,0.19
"7611","Q14974","Q99878","KPNB1","H2AC14","poor",183,0,0,0
"7612","Q14978","Q15050","NOLC1","RRS1","poor",960,0.776,0.609,0.342
"7613","Q14978","Q5TEC6","NOLC1","H3-7","poor",0,0.727,0.496,0
"7614","Q14978","Q6NXT2","NOLC1","H3-5","poor",0,0.699,0.512,0.202
"7615","Q14978","Q71DI3","NOLC1","H3C15","poor",0,0.664,0.573,0.227
"7616","Q14980","Q16695","NUMA1","H3-4","poor",0,0.525,0.634,0.225
"7617","Q14980","Q16778","NUMA1","H2BC21","poor",0,0.56,0.634,0.114
"7618","Q14980","Q16881","NUMA1","TXNRD1","poor",0,0.58,0.546,0.29
"7619","Q14980","Q5QNW6","NUMA1","H2BC18","poor",0,0.557,0.471,0
"7620","Q14980","Q5TEC6","NUMA1","H3-7","poor",0,0.439,0.435,0
"7621","Q14980","Q6FI13","NUMA1","H2AC18","poor",0,0.445,0.641,0.234
"7622","Q14980","Q6NXT2","NUMA1","H3-5","poor",0,0.488,0.641,0.45
"7623","Q14980","Q71DI3","NUMA1","H3C15","poor",0,0.503,0.634,0.225
"7624","Q14980","Q7L7L0","NUMA1","H2AW","poor",0,0,0,0
"7625","Q14980","Q8N257","NUMA1","H2BU1","poor",0,0,0,0
"7626","Q14980","Q8WU76","NUMA1","SCFD2","poor",0,0.63,0.63,0.233
"7627","Q14980","Q8WZ42","NUMA1","TTN","poor",0,0.525,0.59,0.246
"7628","Q14980","Q93077","NUMA1","H2AC6","poor",0,0.478,0.641,0.252
"7629","Q14980","Q93079","NUMA1","H2BC9","poor",0,0.59,0.637,0.258
"7630","Q14980","Q96A08","NUMA1","H2BC1","poor",0,0.516,0.537,0.241
"7631","Q14980","Q96KK5","NUMA1","H2AC12","poor",0,0.445,0.479,0.234
"7632","Q14980","Q99661","NUMA1","KIF2C","poor",515,0.766,0.637,0.486
"7633","Q14980","Q99877","NUMA1","H2BC15","poor",0,0.557,0.435,0.258
"7634","Q14980","Q99878","NUMA1","H2AC14","poor",0,0,0,0
"7635","Q14980","Q99879","NUMA1","H2BC14","poor",0,0.557,0.435,0.258
"7636","Q14980","Q99880","NUMA1","H2BC13","poor",0,0.557,0.634,0.258
"7637","Q14980","Q9P2I0","NUMA1","CPSF2","poor",0,0.428,0.59,0.06
"7638","Q14980","Q9UG63","NUMA1","ABCF2","poor",0,0.368,0.124,0
"7639","Q14CB8","Q92499","ARHGAP19","DDX1","poor",0,0.752,0.336,0.231
"7640","Q14CN4","Q99456","KRT72","KRT12","poor",216,0.917,0.743,0.557
"7641","Q15003","Q16695","NCAPH","H3-4","poor",0,0.63,0.625,0.292
"7642","Q15003","Q16777","NCAPH","H2AC20","poor",0,0.527,0.485,0.304
"7643","Q15003","Q16778","NCAPH","H2BC21","poor",0,0.725,0.625,0.156
"7644","Q15003","Q5QNW6","NCAPH","H2BC18","poor",0,0.746,0.466,0
"7645","Q15003","Q5TEC6","NCAPH","H3-7","poor",0,0.672,0.444,0
"7646","Q15003","Q6FI13","NCAPH","H2AC18","poor",0,0.527,0.618,0.304
"7647","Q15003","Q6NXT2","NCAPH","H3-5","poor",0,0.668,0.644,0.45
"7648","Q15003","Q71DI3","NCAPH","H3C15","poor",0,0.655,0.625,0.292
"7649","Q15003","Q7L7L0","NCAPH","H2AW","poor",0,0,0,0
"7650","Q15003","Q93077","NCAPH","H2AC6","poor",0,0.629,0.618,0.296
"7651","Q15003","Q93079","NCAPH","H2BC9","poor",0,0.712,0.635,0.306
"7652","Q15003","Q96KK5","NCAPH","H2AC12","poor",0,0.527,0.485,0.304
"7653","Q15003","Q99877","NCAPH","H2BC15","poor",0,0.746,0.444,0.306
"7654","Q15003","Q99878","NCAPH","H2AC14","poor",220,0,0,0
"7655","Q15003","Q99879","NCAPH","H2BC14","poor",0,0.746,0.444,0.306
"7656","Q15003","Q99880","NCAPH","H2BC13","poor",0,0.746,0.625,0.306
"7657","Q15003","Q9BPX3","NCAPH","NCAPG","poor",999,0.877,1,0.898
"7658","Q15003","Q9BTM1","NCAPH","H2AJ","poor",0,0.527,0.485,0.304
"7659","Q15005","Q9Y6A9","SPCS2","SPCS1","poor",999,1,1,0.662
"7660","Q15006","Q8N4V1","EMC2","MMGT1","poor",999,0.727,0.552,0.487
"7661","Q15019","Q9NVA2","SEPTIN2","SEPTIN11","poor",999,0.595,0.962,0.401
"7662","Q15021","Q16181","NCAPD2","SEPTIN7","poor",240,0.61,0.566,0.292
"7663","Q15021","Q71U36","NCAPD2","TUBA1A","poor",0,0.718,0.548,0.26
"7664","Q15021","Q9BPX3","NCAPD2","NCAPG","poor",999,0.976,1,0.953
"7665","Q15029","Q6P2Q9","EFTUD2","PRPF8","rich",999,0.93,0.758,0.635
"7666","Q15050","Q15459","RRS1","SF3A1","poor",0,0.603,0.948,0.262
"7667","Q15050","Q16778","RRS1","H2BC21","poor",0,0.575,0.683,0.135
"7668","Q15050","Q58FF3","RRS1","HSP90B2P","poor",0,0.48,0.37,0.274
"7669","Q15050","Q5QNW6","RRS1","H2BC18","poor",0,0.607,0.558,0
"7670","Q15050","Q5TEC6","RRS1","H3-7","poor",0,0.663,0.573,0
"7671","Q15050","Q6DN03","RRS1","H2BC20P","poor",0,0,0,0
"7672","Q15050","Q6DRA6","RRS1","H2BC19P","poor",0,0.533,0.573,0
"7673","Q15050","Q6NXT2","RRS1","H3-5","poor",0,0.639,0.576,0.197
"7674","Q15050","Q71DI3","RRS1","H3C15","poor",0,0.587,0.683,0.22
"7675","Q15050","Q86VP6","RRS1","CAND1","poor",0,0.54,0.633,0.263
"7676","Q15050","Q8N257","RRS1","H2BU1","poor",0,0,0,0
"7677","Q15050","Q93079","RRS1","H2BC9","poor",0,0.63,0.675,0.36
"7678","Q15050","Q96A08","RRS1","H2BC1","poor",0,0.595,0.603,0.213
"7679","Q15050","Q99877","RRS1","H2BC15","poor",0,0.607,0.573,0.36
"7680","Q15050","Q99879","RRS1","H2BC14","poor",0,0.607,0.573,0.36
"7681","Q15050","Q99880","RRS1","H2BC13","poor",0,0.607,0.683,0.36
"7682","Q15050","Q9Y221","RRS1","NIP7","poor",971,0.856,0.948,0.453
"7683","Q15050","Q9Y6F1","RRS1","PARP3","poor",0,0.656,0.286,0.22
"7684","Q15061","Q969X6","WDR43","UTP4","poor",999,0.939,0.778,0.816
"7685","Q15067","Q8N2Y8","ACOX1","RUSC2","poor",0,0.559,0.484,0.334
"7686","Q15067","Q9BUR5","ACOX1","APOO","poor",0,0.514,1,0.082
"7687","Q15075","Q92499","EEA1","DDX1","poor",0,0.477,0.393,0.159
"7688","Q15149","Q17RB8","PLEC","LONRF1","poor",0,1,0.556,0
"7689","Q15149","Q562R1","PLEC","ACTBL2","poor",284,0.662,0.627,0.328
"7690","Q15149","Q5VYK3","PLEC","ECPAS","poor",0,0.553,0.595,0.176
"7691","Q15149","Q6P3V2","PLEC","ZNF585A","poor",0,0.396,0.253,0.057
"7692","Q15149","Q7Z3H0","PLEC","ANKRD33","poor",0,0.461,0,0.637
